year_of_publication,category,isbn
1997.0,['Christian pilgrims and pilgrimages'],2
1997.0,['Christian poetry'],1
1997.0,['Christmas cookery'],1
1997.0,['Christmas stories'],3
1997.0,['Civil rights'],1
1997.0,['Clerks'],1
1997.0,['Clubs'],1
1997.0,['Clue (Game)'],1
1997.0,['Colombia'],3
1997.0,['Color.'],1
1997.0,['Comedians'],1
1997.0,"['Comic books, strips, etc']",3
1997.0,['Comics & Graphic Novels'],28
1997.0,['Common fallacies'],1
1997.0,['Communication of technical information'],1
1997.0,['Compassion'],1
1997.0,['Composers'],2
1997.0,['Compulsive behavior'],1
1997.0,['Computer crimes'],4
1997.0,['Computer networks'],1
1997.0,['Computer programming'],1
1997.0,['Computer software industry'],1
1997.0,['Computers'],88
1997.0,['Conduct of life'],3
1997.0,['Connecticut'],1
1997.0,['Conspiracies'],1
1997.0,['Cookery'],2
1997.0,['Cooking'],67
1997.0,"['Cooking, American']",3
1997.0,['Copyright'],1
1997.0,['Corporation law'],1
1997.0,['Counterinsurgency'],1
1997.0,['Courage'],1
1997.0,['Cowgirls'],1
1997.0,['Crafts & Hobbies'],36
1997.0,['Cross-dressing'],1
1997.0,['Cults'],1
1997.0,['Cultural relations'],2
1997.0,['Curfews'],1
1997.0,['Curiosities and wonders'],1
1997.0,['Dark skies (Television program)'],1
1997.0,['Dating (Social customs)'],2
1997.0,['Dentists'],1
1997.0,['Depression glass'],1
1997.0,['Design'],3
1997.0,['Detective and mystery stories'],13
1997.0,['Developmental biology'],1
1997.0,['Devil'],3
1997.0,"['DiGriz, James Bolivar (Fictitious character)']",1
1997.0,['Diary fiction'],58
1997.0,['Dinosaurs'],6
1997.0,['Discrimination'],3
1997.0,['Discworld (Imaginary place)'],5
1997.0,['Distance education'],1
1997.0,['Divorce'],1
1997.0,['Dogs'],2
1997.0,['Dolphins'],1
1997.0,['Domestic fiction'],4
1997.0,['Dragons'],1
1997.0,['Drama'],48
1997.0,['Dramatists'],2
1997.0,['Drug abuse'],1
1997.0,['Durkheimian school of sociology'],1
1997.0,['Dutch literature'],1
1997.0,['Dysfunctional families'],1
1997.0,['Earthquakes'],1
1997.0,['Education'],18
1997.0,['Ego (Psychology)'],1
1997.0,['Egypt'],3
1997.0,['Eighteenth century'],1
1997.0,['Electronic books'],2
1997.0,['Electronic publishing'],1
1997.0,['Emotions'],2
1997.0,['England'],3
1997.0,['English fiction'],5
1997.0,['English language'],4
1997.0,['English wit and humor'],1
1997.0,['Entertaining'],1
1997.0,['Environmental protection'],1
1997.0,"['Erotic stories, American']",1
1997.0,['Europe'],2
1997.0,"['Europe, Southern']",1
1997.0,['European literature'],1
1997.0,['Evangelists'],1
1997.0,['Excavations (Archaeology)'],1
1997.0,['Executive ability'],1
1997.0,['Exercise'],2
1997.0,['Export marketing'],1
1997.0,['Extraterrestrial beings'],5
1997.0,['FICTION'],11
1997.0,['Fairies'],1
1997.0,['Fairy tales'],5
1997.0,['Fairy tales.'],1
1997.0,['Families'],4
1997.0,['Family & Relationships'],125
1997.0,['Family life'],1
1997.0,['Fantastic fiction'],1
1997.0,['Fantastic fiction.'],2
1997.0,['Fantasy fiction'],9
1997.0,"['Fantasy fiction, American']",2
1997.0,['Fantasy.'],1
1997.0,['Fate and fatalism'],1
1997.0,['Fathers and sons'],1
1997.0,['Fear'],2
1997.0,['Feminism'],1
1997.0,['Fiction'],6399
1997.0,['Finance'],4
1997.0,"['Finance, Personal']",1
1997.0,"['Folk literature, Indian']",1
1997.0,['Folklore'],1
1997.0,['Forced marriage'],1
1997.0,['Foreign Language Study'],15
1997.0,['France'],14
1997.0,['Franse letterkunde'],1
1997.0,['French fiction'],1
1997.0,['French-Canadian fiction'],3
1997.0,['Friendship'],5
1997.0,['Frontier and pioneer life Manitoba Juvenile fiction'],2
1997.0,['Fugitives from justice'],1
1997.0,['Furniture making'],1
1997.0,['Galaxies'],1
1997.0,['Games & Activities'],12
1997.0,['Games'],8
1997.0,['Gardening'],16
1997.0,['Gardens'],1
1997.0,['Gay authors'],1
1997.0,['Gay men'],1
1997.0,['Gays'],1
1997.0,['Genealogy'],1
1997.0,['Generals'],1
1997.0,['German language materials'],1
1997.0,['Germany'],2
1997.0,['Ghost stories'],3
1997.0,['Ghosts'],1
1997.0,['Glow-in-the-dark books'],1
1997.0,"['Goddesses, Egyptian']",1
1997.0,['Golden Archer Award'],1
1997.0,['Great Britain'],3
1997.0,['Guardian and ward'],1
1997.0,['Guinea pigs'],1
1997.0,['HTML (Document markup language)'],1
1997.0,['Halloween'],1
1997.0,['Handicraft'],1
1997.0,['Health & Fitness'],124
1997.0,['Health'],3
1997.0,['Heart'],1
1997.0,['Hercules (Roman mythology)'],1
1997.0,['High schools'],2
1997.0,['Historical fiction'],1
1997.0,['Historiography'],1
1997.0,['History'],144
1997.0,"['History, Modern']",1
1997.0,"['Holocaust, Jewish (1939-1945)']",1
1997.0,['Holy Sepulcher'],1
1997.0,['Home economics'],1
1997.0,['Home-based businesses'],2
1997.0,['Homeless persons'],1
1997.0,['Hope'],1
1997.0,['Hopi Indians'],1
1997.0,['Horror stories.'],1
1997.0,['Horror tales'],1
1997.0,"['Horror tales, English']",1
1997.0,['Hotels'],1
1997.0,['House & Home'],20
1997.0,['House buying'],1
1997.0,['Human body'],2
1997.0,['Human services'],1
1997.0,['Human skeleton'],2
1997.0,['Human-alien encounters'],1
1997.0,['Humor'],225
1997.0,['Hungary'],1
1997.0,['Ice skaters.'],5
1997.0,['Ice skating'],1
1997.0,['Illegal arms transfers'],2
1997.0,['Income tax deductions'],1
1997.0,['Indians of North America'],1
1997.0,['Integrity'],2
1997.0,['Investments'],1
1997.0,['Ireland'],1
1997.0,['JUVENILE FICTION'],5
1997.0,['Java (Computer program language).'],2
1997.0,['JavaScript (Computer program language)'],1
1997.0,['Jerusalem'],1
1997.0,['Juvenile Fiction'],653
1997.0,['Juvenile Nonfiction'],85
1997.0,['Kidnapping'],3
1997.0,['Kindness'],1
1997.0,['Knots and splices'],1
1997.0,['Language Arts & Disciplines'],32
1997.0,['Language and languages'],1
1997.0,['Law'],6
1997.0,['Leadership'],1
1997.0,['Left- and right-handedness'],3
1997.0,['Legends'],1
1997.0,['Liberalism (Religion)'],1
1997.0,['Life on other planets'],1
1997.0,['Literary Collections'],24
1997.0,['Literary Criticism'],38
1997.0,['London (England)'],1
1997.0,['Lonliness'],1
1997.0,['Low-calorie diet'],1
1997.0,['Magic'],3
1997.0,['Malay fiction'],1
1997.0,['Malaysia'],1
1997.0,['Marine animals'],1
1997.0,['Marketing surveys'],3
1997.0,['Marriage service'],1
1997.0,['Masquerades'],2
1997.0,['Mass media'],1
1997.0,['Mathematics'],6
1997.0,['Medical fiction'],1
1997.0,['Medical'],24
1997.0,['Mendip Hills (England)'],1
1997.0,['Mexican American women singers'],1
1997.0,['Minerals in the body'],1
1997.0,['Missing children'],2
1997.0,"['Monk, William (Fictitious character)']",7
1997.0,['Monks'],2
1997.0,['Montana'],2
1997.0,['Mothers and sons'],1
1997.0,['Motion picture actors and actresses'],2
1997.0,['Motion pictures'],1
1997.0,['Murder'],2
1997.0,['Murry family (Fictitious characters)'],2
1997.0,['Music'],30
1997.0,['Nature'],33
1997.0,['Novel'],1
1997.0,['Nuclear warfare'],1
1997.0,['Object-oriented programming (Computer science)'],1
1997.0,['Oil well drilling'],1
1997.0,['Operating systems (Computers)'],1
1997.0,['Organizational behavior'],1
1997.0,['Orphans'],1
1997.0,['Outer space'],2
1997.0,['Outlaws'],1
1997.0,['Palm Beach (Fla.)'],2
1997.0,['Paramitas (Buddhism)'],1
1997.0,['Paranormal fiction'],2
1997.0,['Pennsylvania'],2
1997.0,['Performing Arts'],39
1997.0,['Perl (Computer program language)'],3
1997.0,['Pets'],30
1997.0,['Philosophy'],19
1997.0,['Photography'],16
1997.0,['Picture books for children'],2
1997.0,['Pigs'],1
1997.0,['Poetry'],48
1997.0,['Police'],1
1997.0,['Political Science'],34
1997.0,['Popular culture'],1
1997.0,['Popular music'],1
1997.0,['Portuguese fiction'],4
1997.0,['Portuguese language'],1
1997.0,['Prayers'],1
1997.0,['Princesses'],1
1997.0,['Prophecy'],1
1997.0,['Psychology'],64
1997.0,['Railroad trains'],1
1997.0,['Ranchers'],1
1997.0,['Recreational vehicles'],1
1997.0,['Reference'],42
1997.0,['Relaxation'],1
1997.0,['Religion'],199
1997.0,['Religious ethics'],1
1997.0,['Restaurants'],1
1997.0,['Rock music.'],1
1997.0,['Rock musicians'],1
1997.0,['SAT (Educational test)'],1
1997.0,['Satire'],3
1997.0,['Schiffbrüchiger - Überleben - Geschichte 1643 - Belletristische Darstellung'],2
1997.0,['Science fiction'],7
1997.0,"['Science fiction, American']",2
1997.0,['Science'],62
1997.0,['Secrets'],1
1997.0,['Self-Help'],200
1997.0,['Self-realization'],1
1997.0,['Serial murder investigation'],4
1997.0,['Sex'],1
1997.0,['Sharing'],1
1997.0,"['Short stories, English']",2
1997.0,"['Short stories, German']",2
1997.0,['Snow'],1
1997.0,['Soccer players'],1
1997.0,['Social Science'],120
1997.0,['Software maintenance'],1
1997.0,['Soldiers'],1
1997.0,['Space vehicles'],2
1997.0,['Spain'],1
1997.0,['Spanish language'],1
1997.0,['Sphinxes (Mythology)'],1
1997.0,['Spirits'],1
1997.0,['Spiritual life'],1
1997.0,['Sports & Recreation'],35
1997.0,['Star Trek television programs'],1
1997.0,['Suffering'],1
1997.0,['Sunflowers'],1
1997.0,['Swiss fiction (French)'],1
1997.0,['Technology & Engineering'],15
1997.0,['Terrorists'],1
1997.0,['Textured books'],1
1997.0,['Toy and movable books'],2
1997.0,['Toys'],1
1997.0,['Transportation'],1
1997.0,['Travel writing'],1
1997.0,['Travel'],137
1997.0,['Trick photography'],1
1997.0,['Trojan War'],1
1997.0,['True Crime'],52
1997.0,['Turtles as pets.'],1
1997.0,['Unidentified flying objects'],1
1997.0,['Utah'],1
1997.0,['Veneto (Italy)'],1
1997.0,['Vietnam'],1
1997.0,['Washington (D.C.)'],1
1997.0,['Wedding etiquette'],1
1997.0,['Women heroes'],1
1997.0,['Young Adult Fiction'],2
1998.0,"[""Bug's life (Motion picture)""]",1
1998.0,"[""Children's accidents""]",1
1998.0,"[""Children's films""]",1
1998.0,"[""Children's literature""]",2
1998.0,"[""Children's poetry, German""]",2
1998.0,"[""Children's stories""]",10
1998.0,"[""Children's stories, Australian""]",1
1998.0,"[""Children's stories, English""]",5
1998.0,['Aardvark'],1
1998.0,['Abused women'],1
1998.0,['Actors'],1
1998.0,['Adobe Photoshop'],1
1998.0,['Adultery'],4
1998.0,['Advent'],1
1998.0,['Adventure and adventurers'],7
1998.0,['Adventure stories'],11
1998.0,['Adventure'],3
1998.0,['Advertising fliers'],1
1998.0,['Advice columnists'],1
1998.0,['Afro-Americans'],1
1998.0,['Agoraphobia'],1
1998.0,['Air courier service.'],1
1998.0,['Alphabet books'],1
1998.0,['Alphabet'],1
1998.0,['Alternative histories'],1
1998.0,['Alternative medicine'],1
1998.0,['American drama'],1
1998.0,['American fiction'],1
1998.0,['American literature'],13
1998.0,['American poetry'],1
1998.0,"['American wit and humor, Pictorial']",5
1998.0,['Americans'],4
1998.0,['Amusements'],1
1998.0,['Amusements.'],1
1998.0,['Animal heroes'],3
1998.0,['Animals'],5
1998.0,['Animation (Cinematography)'],2
1998.0,['Antarctica'],1
1998.0,['Anthropologists'],2
1998.0,['Antiautoritäre Erziehung'],1
1998.0,['Antiques & Collectibles'],9
1998.0,['Ants'],3
1998.0,['Apes'],1
1998.0,['Aphorisms and apothegms'],1
1998.0,['Apostles'],1
1998.0,"['Appalachian Region, Southern']",1
1998.0,['Arab-Israeli conflict'],1
1998.0,['Archaeologists'],2
1998.0,['Architecture'],4
1998.0,['Arctic regions'],28
1998.0,['Argentine fiction'],1
1998.0,['Aristocracy (Social class)'],3
1998.0,['Art and mythology'],1
1998.0,['Art'],40
1998.0,['Arthurian romances'],6
1998.0,['Arts and society'],1
1998.0,['Aseveracion (Psicologia)'],1
1998.0,['Assassination'],1
1998.0,['Assassins'],1
1998.0,['Assertiveness (Psychology)'],1
1998.0,['Asterix (Comic strip)'],1
1998.0,['Astrology and pets'],1
1998.0,['Athens (Greece)'],1
1998.0,['Athletic clubs'],1
1998.0,['Atlantic Provinces'],1
1998.0,['Atlantis (Legendary place).'],1
1998.0,['Attempted murder'],5
1998.0,['Australia'],4
1998.0,['Australian essays'],1
1998.0,['Australian fiction'],1
1998.0,['Australian wit and humor'],1
1998.0,['Austria'],1
1998.0,['Authors'],3
1998.0,"['Authors, English']",3
1998.0,"['Authors, French']",1
1998.0,"['Authors, German']",3
1998.0,"['Authors, Spanish']",2
1998.0,['Authorship.'],1
1998.0,['Autobiographical fiction'],5
1998.0,['BASIC (Computer program language)'],1
1998.0,['BIOGRAPHY & AUTOBIOGRAPHY'],19
1998.0,"['Bader, Douglas. 1910-']",1
1998.0,['Barbie (Fictitious character)'],1
1998.0,['Bases de datos distribuidas'],2
1998.0,['Basketball'],1
1998.0,['Beanie Babies (Trademark)'],1
1998.0,['Bears'],1
1998.0,['Beat generation'],2
1998.0,['Behavior modification'],1
1998.0,['Belize'],1
1998.0,['Bereavement'],1
1998.0,"['Beresford, Tommy (Fictitious character)']",1
1998.0,['Berlin (Germany)'],4
1998.0,"['Bible stories, English']",1
1998.0,['Bible'],1
1998.0,['Bibles'],3
1998.0,['Biloxi (Miss.)'],3
1998.0,['Biographical fiction'],1
1998.0,['Biography & Autobiography'],558
1998.0,['Bird watching'],1
1998.0,['Birthdays'],1
1998.0,['Black Adder (Television program)'],1
1998.0,['Blackouts in war'],1
1998.0,"['Blake, Anita (Fictitious character)']",18
1998.0,['Bloodsucking animals'],1
1998.0,"['Bloom, Leopold (Fictitious character)']",2
1998.0,['Board book'],1
1998.0,['Boaters (Persons)'],1
1998.0,['Body image in women'],8
1998.0,"['Body, Mind & Spirit']",114
1998.0,['Bodyguards'],1
1998.0,['Book burning'],2
1998.0,['Boxers (Sports)'],2
1998.0,['Boy Scouts'],1
1998.0,['Brazil'],5
1998.0,['Bretons'],1
1998.0,['Brighton (England)'],4
1998.0,['British'],1
1998.0,['Brothers and sisters Juvenile fiction'],1
1998.0,['Brothers and sisters'],4
1998.0,['Brothers'],5
1998.0,['Buddhism'],1
1998.0,['Buddhismus'],3
1998.0,['Buffy the Vampire Slayer (Fictitious character)'],4
1998.0,['Business & Economics'],174
1998.0,['Business intelligence'],6
1998.0,['Business planning'],1
1998.0,['Businessmen'],3
1998.0,['Businesspeople'],1
1998.0,['California'],1
1998.0,"['California, Southern']",1
1998.0,['Camps'],1
1998.0,['Canada'],1
1998.0,['Canton (China)'],1
1998.0,['Cape Cod (Mass.)'],1
1998.0,"['Carbohydrates, Refined']",1
1998.0,['Caribbean Area'],2
1998.0,['Caricatures and cartoons'],1
1998.0,['Cartoon characters'],1
1998.0,['Casinos'],1
1998.0,['Castaways'],4
1998.0,['Cat breeds'],1
1998.0,['Cats'],4
1998.0,['Cemeteries'],3
1998.0,['Cerebrovascular disease'],1
1998.0,['Changelings'],2
1998.0,['Charity-schools'],4
1998.0,['Cheating'],1
1998.0,['Chemical industry'],1
1998.0,['Child development'],2
1998.0,['Child psychologists'],1
1998.0,['Child rearing'],1
1998.0,['Children and adults'],17
1998.0,['Children of alcoholics'],1
1998.0,['Children'],3
1998.0,['China'],4
1998.0,['Christian fiction'],3
1998.0,['Christian heresies'],3
1998.0,['Christian life'],5
1998.0,['Christianity and other religions'],1
1998.0,['Christians'],1
1998.0,['Christmas decorations'],2
1998.0,['Christmas stories'],1
1998.0,['City and town life'],6
1998.0,['Civilization'],1
1998.0,['Clothing and dress'],2
1998.0,['Cognitive psychology'],1
1998.0,['College readers'],1
1998.0,['Colorado'],1
1998.0,['Comedians'],1
1998.0,['Comets'],1
1998.0,"['Comic books, strips, etc']",5
1998.0,['Comics & Graphic Novels'],12
1998.0,['Communication in marriage'],5
1998.0,['Communication'],3
1998.0,['Compact discs'],1
1998.0,['Computer networks'],1
1998.0,['Computers'],70
1998.0,['Concentration camps'],1
1998.0,['Conduct of life'],5
1998.0,['Confectionery'],1
1998.0,['Conflict of generations'],1
1998.0,['Connecticut'],1
1998.0,['Contests'],1
1998.0,['Conversion'],2
1998.0,['Cookery'],3
1998.0,['Cooking'],85
1998.0,['Copenhagen (Denmark)'],6
1998.0,['Cork (Ireland : County)'],1
1998.0,['Cosmology'],3
1998.0,['Counting'],1
1998.0,['Country homes'],1
1998.0,['Country life'],1
1998.0,['Cousins'],20
1998.0,['Crafts & Hobbies'],37
1998.0,['Creative thinking'],1
1998.0,['Crete (Greece)'],1
1998.0,['Crime'],34
1998.0,['Criminals'],1
1998.0,['Cruelty'],1
1998.0,['Cruise ships'],2
1998.0,['Curiosities and wonders'],7
1998.0,['Current Events'],1
1998.0,['DHTML (Document markup language)'],1
1998.0,['Dakota Indians'],1
1998.0,['Data structures (Computer science)'],1
1998.0,['Deadlands (Game)'],1
1998.0,['Deafblind people'],1
1998.0,['Deafness'],1
1998.0,['Deer'],1
1998.0,['Depression'],1
1998.0,['Design'],5
1998.0,['Detective and mystery stories'],31
1998.0,['Diabetes'],1
1998.0,['Diamonds'],8
1998.0,['Dinosaurs'],2
1998.0,['Disasters'],1
1998.0,['Discoveries in science'],1
1998.0,['Discworld (Imaginary place)'],2
1998.0,['Distilleries'],1
1998.0,['Dogs'],2
1998.0,['Domestic fiction'],10
1998.0,"['Domestic fiction, American']",1
1998.0,['Dominica'],1
1998.0,['Drama'],84
1998.0,['Dream interpretation'],2
1998.0,['Dundee (Scotland)'],1
1998.0,['Dwellings'],1
1998.0,['Easter stories'],2
1998.0,['Edinburgh (Scotland)'],1
1998.0,['Editing'],1
1998.0,['Education'],21
1998.0,['Educational philosophy'],1
1998.0,['Egypt'],9
1998.0,['Egyptian language'],1
1998.0,['Electric currents'],1
1998.0,['England'],7
1998.0,['English drama'],2
1998.0,['English literature'],1
1998.0,['Environmental degradation'],1
1998.0,"['Erotic stories, American']",1
1998.0,['Eskimos'],1
1998.0,['Espionage'],1
1998.0,['Etiquette for women'],1
1998.0,['Ex-convicts'],1
1998.0,['Exercise for women'],2
1998.0,['Extraterrestrial beings'],4
1998.0,['FICTION'],25
1998.0,['Fairy tales.'],2
1998.0,['Families'],6
1998.0,['Family & Relationships'],123
1998.0,['Family violence'],3
1998.0,['Famous Five (Fictitious characters)'],1
1998.0,"['Fantasy fiction, American']",5
1998.0,['Fantasy'],2
1998.0,['Fathers and daughters'],3
1998.0,['Fiction in English'],1
1998.0,['Fiction'],7183
1998.0,"['Fitzduane, Hugo (Fictitious character)']",1
1998.0,['Florence (Italy)'],1
1998.0,['Folk musicians'],1
1998.0,['Food'],1
1998.0,['Foreign Language Study'],31
1998.0,['Forensic pathologists'],1
1998.0,['Forgiveness'],6
1998.0,['France'],9
1998.0,['Frankfurt Main'],1
1998.0,['French fiction'],1
1998.0,['French literature'],1
1998.0,['Friendship'],3
1998.0,['Fruit'],1
1998.0,['Games & Activities'],12
1998.0,['Games'],21
1998.0,['Gardening'],25
1998.0,['Gardens'],1
1998.0,['Gay men'],1
1998.0,['Gays'],2
1998.0,['Gender identity'],1
1998.0,['German fiction'],12
1998.0,['German language materials'],3
1998.0,['Gestalt psychology'],2
1998.0,['Ghosts'],2
1998.0,"['Goddesses, Roman']",1
1998.0,['Government investigators'],2
1998.0,['Great Britain'],2
1998.0,['Grief'],1
1998.0,['Gulf Coast (U.S.)'],1
1998.0,['HTML (Document markup language)'],1
1998.0,['Hallucinogenic drugs and religious experience'],2
1998.0,['Health & Fitness'],128
1998.0,['Herbs'],2
1998.0,['High school teachers'],1
1998.0,['Highlands (Scotland)'],7
1998.0,['Historical fiction'],8
1998.0,['History'],129
1998.0,"['History, Modern']",1
1998.0,['Hitchhiking'],1
1998.0,['Horror stories.'],7
1998.0,['Horror tales'],1
1998.0,['House & Home'],17
1998.0,['Human ecology'],1
1998.0,['Humor'],190
1998.0,['Humorous fiction'],10
1998.0,['Identity (Psychology)'],1
1998.0,['Inclusive education'],1
1998.0,['India'],2
1998.0,['Indonesia'],1
1998.0,['Infants'],1
1998.0,['Insurance claims'],2
1998.0,['Internet programming'],1
1998.0,['Interpersonal relations'],2
1998.0,['Ireland'],1
1998.0,['Israeli drama'],1
1998.0,['JUVENILE FICTION'],3
1998.0,['Jews'],2
1998.0,['Jokes.'],1
1998.0,['Journalism'],3
1998.0,['Juvenile Fiction'],988
1998.0,['Juvenile Nonfiction'],206
1998.0,['Karma'],1
1998.0,['LITERARY COLLECTIONS'],2
1998.0,['Language Arts & Disciplines'],36
1998.0,['Laos'],1
1998.0,['Law'],11
1998.0,"['Leia, Princess (Fictitious character)']",1
1998.0,['Lesbians'],8
1998.0,['Lighthouses'],2
1998.0,['Literary Collections'],32
1998.0,['Literary Criticism'],51
1998.0,['London (England)'],1
1998.0,"['Love stories, American']",2
1998.0,['Love'],2
1998.0,['Malaysia'],1
1998.0,['Man-woman relationships.'],1
1998.0,['Marine engines'],1
1998.0,['Massachusetts'],1
1998.0,['Mathematics'],13
1998.0,['Medical'],20
1998.0,['Medicine'],1
1998.0,['Meditations'],1
1998.0,['Memory'],1
1998.0,['Menopause'],1
1998.0,['Mental illness'],1
1998.0,['Mind and body'],1
1998.0,['Mothers and daughters'],1
1998.0,['Motion picture actors and actresses'],2
1998.0,['Motion picture producers and directors'],1
1998.0,['Murder'],3
1998.0,['Museums'],1
1998.0,['Music'],28
1998.0,['Mustang'],1
1998.0,['Mutterrolle - Sozialer Wandel - Geschichte 1890-1995'],1
1998.0,['Nature'],141
1998.0,['New Zealand fiction'],1
1998.0,['Nintendo video games'],1
1998.0,['Northern Territory'],1
1998.0,['Novel'],2
1998.0,['Nursing ethics'],1
1998.0,['Obesity'],1
1998.0,"['Painting, French']",1
1998.0,['Paris (France)'],3
1998.0,['Performing Arts'],62
1998.0,['Periodical editors'],1
1998.0,['Pets'],70
1998.0,['Pharmacy'],1
1998.0,['Philosophers'],1
1998.0,['Philosophy'],47
1998.0,['Photography'],12
1998.0,['Poetry'],79
1998.0,['Polen - Aussiedler - Mädchen - Erste Liebe - Kinderbuch'],1
1998.0,['Political Science'],27
1998.0,['Popular literature'],2
1998.0,['Portuguese language'],1
1998.0,['Prayer books'],2
1998.0,['Prayers'],1
1998.0,['Prisons'],1
1998.0,['Provence (France)'],1
1998.0,['Psicometría'],1
1998.0,['Psychology'],40
1998.0,['Quick and easy cookery'],1
1998.0,['Rape victims'],1
1998.0,['Readers (Primary)'],1
1998.0,['Reference'],47
1998.0,['Relaxation'],5
1998.0,['Religion'],166
1998.0,['Robots'],1
1998.0,['Rome'],1
1998.0,['Rugrats (Fictitious characters)'],1
1998.0,['Sadism'],1
1998.0,['Schools'],1
1998.0,['Science fiction'],3
1998.0,['Science'],53
1998.0,['Self-Help'],111
1998.0,['Soccer'],2
1998.0,['Social Science'],109
1998.0,['Social case work'],1
1998.0,['Software engineering'],1
1998.0,['Spanish fiction'],1
1998.0,['Spanish language materials'],2
1998.0,['Spanish language'],1
1998.0,['Spione'],1
1998.0,['Spiritual life'],1
1998.0,['Sports & Recreation'],35
1998.0,['Star Fox 64 (Game)'],1
1998.0,"['Survival after airplane accidents, shipwrecks, etc']",1
1998.0,['Survival'],1
1998.0,['Tarot'],1
1998.0,['Technology & Engineering'],6
1998.0,['Tongue twisters.'],1
1998.0,['Touch'],1
1998.0,['Transportation'],3
1998.0,['Travel'],57
1998.0,['True Crime'],50
1998.0,['Turtles'],2
1998.0,['United States'],1
1998.0,['Veterinary radiography'],1
1998.0,['Weather'],2
1998.0,['Web Sites'],1
1998.0,['Weight loss'],1
1998.0,['Wolves'],1
1998.0,['Women'],1
1998.0,"['World War, 1939-1945']",1
1998.0,['XML (Document markup language)'],1
1998.0,['Young Adult Fiction'],1
1998.0,['Young adult fiction'],2
1999.0,"[""Children's encyclopedias and dictionaries""]",1
1999.0,"[""Children's poetry""]",3
1999.0,"[""Children's poetry, English""]",1
1999.0,"[""Children's stories""]",20
1999.0,"[""Children's stories, English""]",5
1999.0,"[""Children's stories, German""]",1
1999.0,['ASP (Computer network protocol)'],1
1999.0,['Aboriginal Australians'],2
1999.0,['Acting'],1
1999.0,['Actors'],4
1999.0,['Actresses'],1
1999.0,['Adjustment (Psychology) in adolescence'],1
1999.0,['Administration of estates'],1
1999.0,['Adolescence'],4
1999.0,['Adopted children'],3
1999.0,['Adultery'],3
1999.0,['Adventure and adventurers'],4
1999.0,['Adventure stories'],17
1999.0,['Adventure'],1
1999.0,['Advertising'],1
1999.0,['Advice columnists'],1
1999.0,['Aerospace engineers'],26
1999.0,['Afghans (Coverlets)'],1
1999.0,['Africa'],2
1999.0,['African Americans'],3
1999.0,['Aged men'],1
1999.0,['Air pilots'],1
1999.0,['Albania'],1
1999.0,['Algonquin Provincial Park (Ont.)'],1
1999.0,['Aliens'],1
1999.0,['Almanacs'],3
1999.0,['Ambition'],4
1999.0,['American fiction'],12
1999.0,['American literature'],2
1999.0,['American poetry'],5
1999.0,['Amor - Ensayos'],1
1999.0,['Androids'],1
1999.0,['Angels'],2
1999.0,['Animal droppings'],1
1999.0,['Animals'],3
1999.0,['Anthologies'],1
1999.0,['Anthropological Essay - Woman'],1
1999.0,['Antiquarians'],2
1999.0,['Antiques & Collectibles'],21
1999.0,"['Antiquities, Prehistoric']",2
1999.0,['Aphrodisiacs'],1
1999.0,['Apocalyptic literature'],4
1999.0,['Apologetics'],1
1999.0,['Application software'],1
1999.0,['Applied ethics'],1
1999.0,['Architecture'],10
1999.0,['Arithmetic'],1
1999.0,['Armageddon'],1
1999.0,['Arson'],1
1999.0,['Art'],40
1999.0,['Artificial intelligence'],3
1999.0,['Artists'],3
1999.0,"['Asia, Southeastern']",1
1999.0,['Assassins'],11
1999.0,['Astronomy'],1
1999.0,['Attention-deficit hyperactivity disorder'],1
1999.0,['Attitude (Psychology)'],2
1999.0,['Auctions'],1
1999.0,['Aunts'],2
1999.0,['Australia'],2
1999.0,['Australian fiction'],2
1999.0,['Austria'],1
1999.0,['Authors'],6
1999.0,"['Authors, Canadian (English) 20th century Biography']",1
1999.0,"['Authors, German']",1
1999.0,"['Authors, Greek']",1
1999.0,"['Authors, Irish']",1
1999.0,['Autobiograhical memory'],1
1999.0,['Automobile travel'],2
1999.0,['Autonomy'],2
1999.0,['Backache'],1
1999.0,"['Baggins, Frodo (Fictitious character)']",4
1999.0,['Bands (Music)'],2
1999.0,['Barbers'],1
1999.0,['Barny (Fictitious character)'],1
1999.0,['Bartending'],1
1999.0,['Baseball'],1
1999.0,['Beanie Babies (Stuffed animals)'],1
1999.0,['Beanie Babies (Trademark)'],1
1999.0,['Bears'],3
1999.0,['Belfast (Northern Ireland)'],3
1999.0,"['Belleville (Paris, France)']",3
1999.0,['Bible'],3
1999.0,['Bibles'],3
1999.0,['Bicycle touring'],1
1999.0,['Billionaires'],1
1999.0,['Biographical fiction'],1
1999.0,['Biography & Autobiography'],890
1999.0,['Black humor'],7
1999.0,['Blackadder (Television program)'],1
1999.0,['Boarding schools'],3
1999.0,['Bob the Builder (Fictitious character)'],1
1999.0,['Body snatching'],2
1999.0,"['Body, Mind & Spirit']",107
1999.0,['Bondage (Sexual behavior)'],29
1999.0,['Book clubs (Bookselling)'],1
1999.0,['Book collecting'],3
1999.0,['Book of Mormon'],1
1999.0,['Booksellers and bookselling'],1
1999.0,['Boulder (Colo.)'],2
1999.0,['Boxcar children (Fictitious characters)'],1
1999.0,['Boys'],2
1999.0,"['Bradley, Helen (Fictitious character)']",2
1999.0,['Brain'],1
1999.0,['Brazilian essays'],1
1999.0,"['Brenner, Simon (Fictitious character)']",1
1999.0,['Brigands and robbers'],1
